ndc11,DRUG
58468002001,sevelamer HYDROCHLORIDE
00172438110,Gabapentin
63323026201,Heparin Flush (5000 Units/mL)
00085171603,NIFEdipine CR
68774012060,Clarithromycin
00597003234,Clonidine Patch 0.2 mg/24 hr
16590047704,Clonidine Patch 0.1 mg/24 hr
00597003334,Clonidine Patch 0.3 mg/24 hr
00182181144,Bismuth Subsalicylate
00206885216,Piperacillin-Tazobactam Na
00054850016,Lidocaine Viscous 2%
51079092920,Labetalol HCl
00078035806,Valsartan
49884049901,NiCARdipine
00597003334,Clonidine TTS 3 Patch
00054001720,PredniSONE
00085036207,Labetalol
00548301200,Lidocaine Jelly 2% (Urojet)
00068021217,Cetylpyridinium Chl (Cepacol)
00064065001,Miconazole Powder 2%
49884055001,Prochlorperazine
51079092920,Labetalol
50111032703,HydrALAzine
49884094174,Fluconazole
00078035906,Valsartan
00168032608,Nitroglycerin Ointment  2%
67286081203,NiCARdipine IV
51079029920,CloniDINE
00409433201,Vancomycin
00054872425,PredniSONE
00052045016,Rocuronium
00182820289,Labetalol
00054023524,Morphine Sulfate IR
00904150061,Lorazepam
00338001701,5% Dextrose
55390013020,Labetalol
00078048535,Tekturna
00004018401,NiCARdipine
00054858516,Morphine 
51079088120,Clonazepam
49884002901,HydrALAzine
00223197101,Vitamin D
51079054220,Prochlorperazine
00182853489,Bisacodyl
00904150161,Lorazepam
00338001701,D5W
63323031110,Calcium Gluconate
00004014401,Calcitriol
00641037625,DiphenhydrAMINE
55513014410,Epoetin Alfa
00004018301,NiCARdipine
00004018301,Nicardipine
00085174102,Ciprofloxacin IV
25010040515,Phytonadione
49281075221,Tuberculin Protein
55390007310,Metoprolol Tartrate
51991045757,Polyethylene Glycol
00054872525,Prednisone
00597003112,Clonidine TTS 1 Patch
50474059140,Levetiracetam
00172531110,Ciprofloxacin HCl
00406831562,Morphine SR (MS Contin)
00472073041,Miconazole Nitrate Vag Cream 2%
00228249710,NIFEdipine
00338519741,Famotidine
00904565661,CloniDINE
63323016201,Ketorolac
00085175502,Ciprofloxacin IV
50474059440,LeVETiracetam
51079007320,Furosemide
00409115170,Heparin Flush (10 units/ml)
64253033335,Heparin Flush (100 units/ml)
51079078820,Alprazolam
00182117089,Furosemide
61314063705,PrednisoLONE Acetate 1% Ophth. Susp.
61314065625,Ciprofloxacin 0.3% Ophth Soln
24208075060,Atropine Sulfate Ophth 1%
00078035934,Valsartan
00223197101,Ergocalciferol (Vitamin D2)
00517760425,Acetylcysteine 20%
00054858224,Morphine Sulfate IR
00004018401,Nicardipine
00009019016,MethylPREDNISolone Sodium Succ
00338105102,Nitroglycerin
55513007330,Cinacalcet HCl
00904215461,Isosorbide Dinitrate
59676031001,Epoetin Alfa
00093065701,Calcitriol
00406035762,Hydrocodone-Acetaminophen
00641092825,Promethazine
00074380511,Terazosin HCl
24208055555,Bacitracin/Polymyxin B Sulfate Opht. Oint
59011010020,Oxycodone SR (OxyconTIN)
59011010320,Oxycodone SR (OxyconTIN)
51079066420,Nifedipine
51079066520,Nifedipine
59730640101,Calcium Acetate
00026885148,Nifedipine CR
51079007420,Hydralazine HCl
00186109239,Metoprolol XL
00168032608,Nitroglycerin Oint. 2%
00406833062,Morphine SR (MS Contin)
00409130431,HYDROmorphone (Dilaudid)
00065064305,Tobramycin Fortified Ophth. Soln.
63323022110,Vancomycin 25mg/mL Ophth Soln
59011010525,Oxycodone SR (OxyconTIN)
00004025901,Mycophenolate Mofetil
00121065721,Acetaminophen (Liquid)
00173099501,NEO*IV*Acyclovir
00087040303,Pediatric Vitamins ADC
00409792337,5% Dextrose
00338001704,5% Dextrose
63323030201,Vasopressin
42023012225,Epinephrine
00409163201,Vecuronium Bromide
00597007506,Tiotropium Bromide
00591040401,Verapamil HCl
63402051224,Levalbuterol HCl
00206885516,Piperacillin-Tazobactam Na
49884079474,Captopril
00121168305,Guaifenesin-Codeine Phosphate
00044182712,Verapamil SR
00044182512,Verapamil SR
62856024541,Donepezil
00045065910,traMADOL
00206845216,Piperacillin-Tazobactam Na
00517490525,Dexamethasone
58177022204,Isosorbide Mononitrate
00456320563,Namenda
00085411001,Isosorbide Mononitrate
10019002703,Midazolam HCl
00054818125,Dexamethasone
00078008406,Butalbital-Acet-Caffeine
55390050002,Bumetanide
00002751001,Insulin
00054001720,Prednisone
00023918703,Bimatoprost
00338001304,Sterile Water
00003043730,Amphotericin B
00409739172,Sodium Phosphate
00406055262,OxycodONE (Immediate Release) 
51672402301,AcetaZOLAMIDE
00338000404,Sterile Water For Irrigation
49669521303,Albumin 25% (12.5gm)
00026855236,Ciprofloxacin
51079001520,Neomycin Sulfate
00597008214,Ipratropium Bromide MDI
00025103134,Spironolactone
00944049101,Albumin 5%
00944049101,ALBU
00078018101,Octreotide Acetate
52604710201,Thrombin
00944049101,ALBUM
59762501601,Fluconazole
00078018201,Octreotide Acetate
00074630413,Erythromycin
00074636902,ERY
00078014923,Calcitonin Salmon
55390056510,Diltiazem
00944049101,Albumin 5% (12.5gm)
00074490223,Dextrose 50%
00517040525,Phenylephrine HCl
24208091019,Erythromycin 0.5% Ophth Oint
00074915701,NEO*SC*Phytonadione
00074118002,Meperidine
59772704701,Captopril
52544071601,Quinine Sulfate
00039007810,Pentoxifylline
00456261563,Diltiazem Extended-Release
00456261663,Diltiazem Extended-Release
17270072101,Albuterol MDI
00143120125,Colchicine
00597005801,Tamsulosin
51079080120,Metoprolol Tartrate
00597007575,Tiotropium Bromide
58177032418,Nitroglycerin SL
60505260400,Zolpidem Tartrate
59762153005,Amlodipine
00173069602,Fluticasone-Salmeterol (250/50) 
00258368890,Diltiazem Extended-Release
11509021217,Cepacol (Menthol)
00409477702,Ciprofloxacin IV
00173069602,Fluticasone-Salmeterol Diskus (250/50) 
51079074720,Diltiazem
17270072101,Albuterol Inhaler
00944049101,Albumin 5% (12.5g / 250mL)
00054864816,OxycoDONE-Acetaminophen Elixir
00173071920,Fluticasone Propionate 110mcg
63323061603,Amiodarone
00338051902,Fat Emulsion 20%
00338001304,1/4 NS
67467064301,Albumin 25% (12.5g / 50mL)
00904208560,Vitamin A
00172541310,Fluconazole
68516521102,Albumin 5% (25g / 500mL)
66591091332,OxycoDONE Liquid
00338004931,0.9% Sodium Chloride
66479053002,Methadone
63323024710,Levothyroxine Sodium
00409606211,Morphine Sulfate
00025145134,Misoprostol
51079000720,Omeprazole
51079008920,Meclizine
00409665106,Potassium Chloride
00456261490,Diltiazem Extended-Release
00087057007,Famotidine
00087057007,Cefazolin
00087057007,D5W
00087057007,Iso-Osmotic Dextrose
00087057007,Heparin Sodium
00087057007,Iso-Osmotic Sodium Chloride
00087057007,Nitroprusside Sodium
00173046500,Salmeterol
00173032188,Albuterol
00067014568,Aspirin (Buffered)
00517571025,Vancomycin HCl
00517571025,Iso-Osmotic Dextrose
10019001501,Esmolol
24208073501,Cyclopentolate 1%
00065035902,Cyclopentolate-Phenylephrine
74300000300,Neo*Desitin Creamy
00182074767,Multivitamin Liquid
00071000740,Phenytoin
00071036524,Phenytoin
51079000420,Ascorbic Acid
00548301100,Lidocaine Jelly 2%
00245008011,Zinc Sulfate
00074349201,Ascorbic Acid
00074163802,Dexmedetomidine HCl
00677178110,Artificial Tears
00024120301,Milrinone
00085117701,Eptifibatide
00121053205,Chloral Hydrate (Syrup)
00074492834,Calcium Chloride
00085140201,Foradil Aerolizer
00087057009,Acetylcysteine 20%
00074659413,Levothyroxine Sodium
87701083336,Diphenhydramine HCl
00023866505,Brimonidine Tartrate 0.15% Ophth.
00536391301,Hydrocortisone
00186108839,Metoprolol XL
00436515110,Magnesium Citrate
00054408425,Azathioprine
54569384900,Nortriptyline
59075069181,Primidone
51079066820,Baclofen
51079008320,Isoniazid
00078033705,Oxcarbazepine
51079078920,Alprazolam
00009011312,Methylprednisolone Sodium Succ
59075069010,Primidone
57894003001,Infliximab
00009019009,Methylprednisolone Na Succ.
00009075801,Methylprednisolone Na Succ.
00052010730,Mirtazapine
50458003505,Fentanyl Patch
00006003121,Alendronate Sodium
00173013555,Bupropion SR
00168005615,Betamethasone Dipro 0.05% Oint
00597005801,Urea-C40
00002751101,Insulin
51079010720,Amitriptyline HCl
60793010401,Methimazole
00002323560,Duloxetine
00406717162,traMADOL
00884044904,Urea-C40
00168005515,Betamethasone Dipro 0.05% Cream
00054301050,Acetaminophen
00713016550,Acetaminophen (Rectal)
00049001383,Unasyn
00074228013,Trandolapril
00056017475,Warfarin
60574411101,NEO*IM*Palivizumab
49281086010,NEO*SC*Polio Vaccine (Inactive)
00310027139,Quetiapine Fumarate
00472128416,Sulfameth/Trimethoprim Suspension
00074241612,Hydromorphone
00009076502,Methylprednisolone Na Succ
64019053825,Methadone HCl
00054121842,Methadone HCl
55390020401,Pamidronate
00469065711,Tacrolimus
00173094755,BuPROPion
00310030011,Diprivan
00338040360,Multivitamin-12
00054301050,Acetaminophen (Liquid)
00051002121,Dronabinol
00074909332,Fentanyl Citrate
50419015057,Lepirudin
00026819636,Aprotinin (Bovine)
00074434673,Aminocaproic Acid
00023050601,Artificial Tears Preserv. Free
00182504749,Orabase Dental Paste
00436094616,Dakins 1/2 Strength
00054853516,Loperamide HCl
63304020301,Opium Deodorized Tinc.
54482014407,levocarnitine
55513026710,Epoetin Alfa
58914011110,viok
00054864816,Oxycodone-Acetaminophen
00338080704,Potassium Chl 40 mEq / 1000 mL D5NS
00064100133,Papain-Urea Spray
54482014407,levoCarnitine
00029321121,Paroxetine HCl
61314063705,Prednisolone Acetate 1% Ophth. Susp.
00074419701,Clindamycin
00168001131,Bacitracin Ointment
51079041720,danazol
15127020017,Calcium Carbonate (Tums)
00904521735,Oxymetazoline HCl
00044182210,Verapamil HCl
00168003830,*NF* Nitroglycerin Ointment
00009075801,Methylprednisolone Na Succ
00469087202,Adenosine
00044182310,Verapamil HCl
00009019009,Methylprednisolone Na Succ
17478071110,Lidocaine Jelly 2%
00168005430,Nystatin Cream
47682021701,Guaifenesin-Dextromethorphan
66479002356,Aminocaproic Acid
62856024641,Donepezil
00008002707,Promethazine HCl
50458003405,Fentanyl Patch
51079075620,Carbidopa-Levodopa (25-100)
00006095128,Losartan Potassium
00056060128,Carbidopa-Levodopa CR (25-100)
51079000222,Acetaminophen
10019017644,Morphine Sulfate
51079098320,Lisinopril
00071015892,Atorvastatin
00904580861,Lisinopril
00002475977,Prasugrel
00338040360,Multivitamin 12
00054834225,Haloperidol
51079033530,Docusate Sodium
51079032730,Guaifenesin
00085411001,Isosorbide
00074492818,Calcium Chloride
00009338901,Methylprednisolone Na Succ
65847020525,Nesiritide
16837086012,Aluminum Hydroxide Suspension
00074780922,DopAmine
00074806201,Etomidate
00074662902,Succinylcholine
00641243645,Heparin Flush PICC (100 units/ml)
00074349201,Ascorbic Acid (Liquid)
50383068304,Multivitamins
00009513502,Linezolid
49884090738,Megestrol 
00406055262,Oxycodone
00083002732,Carbamazepine
00338604537,Fluconazole
00029608031,Amoxicillin-Clavulanic Acid
00009017103,Glyburide
00067014568,Aspirin
00641141035,Digoxin
00002445385,Olanzapine (Disintegrating Tablet)
00283067902,Hurricaine Spray
00186014001,Lidocaine 0.5%/Epinephrine
57706075560,Acetazolamide
00363069338,Magnesium Citrate
00132000119,Fleet Enema
35356024832,cycloSPORINE
58177023811,Isosorbide Mononitrate (Extended Release)
58177029311,Metoprolol Succinate XL
00121050410,Acetaminophen w/Codeine Elixir
00173069504,Fluticasone-Salmeterol Diskus (100/50)
00054000725,Calcitriol
25021011210,Azithromycin 
53489036801,Felodipine
00904782231,Clotrimazole Cream
54569009300,AMOXicillin Oral Susp.
49999016850,AMOXicillin Oral Susp.
00091440123,Golytely
00045051372,Acetaminophen w/Codeine
10019002802,Midazolam HCl
52268010001,Golytely
00075062160,Enoxaparin Sodium
61958050101,Adefovir
00087057007,Acetylcysteine (IV)
65649030103,Rifaximin
00173041300,CeftAZIDime
61570011201,Ramipril
87701089415,Debrox 6.5%
61570011001,Ramipril
54569463100,Nitroglycerin SL
00186033001,Lidocaine Jelly 2% (Urojet)
49452477503,Miconazole Powder 2%
00071080540,Gabapentin
00002445385,Olanzapine (Disintergrating Tablet)
00069153041,Amlodipine Besylate
00173044202,LoCholest Light
00009000602,Mirapex
51079000522,LoCholest Light (Cholestyramine)
00904344061,Hydrocodone-Acetaminophen
63323002101,Hydroxyzine HCl
00338081104,Potassium Chl 20 mEq / 1000 mL D5LR
51079027820,Propranolol HCl
00173064255,Lamotrigine
00054828104,Ferrous Sulfate
00054870725,Phenobarbital
10019021302,Propofol (Generic)
00641047725,Phenobarbital
00074621511,Divalproex Sodium
00074621411,Divalproex Sodium
00436058532,Phenobarbital
00074568216,valproic
51079081120,Glipizide
00002871501,Insulin
55390016010,Octreotide Acetate
65649030105,Rifaximin
00904552261,Doxazosin
00009001201,Hydrocortisone
00143125401,Hydrocortisone
00904567761,Paroxetine
55390000401,Glucagon
00781345295,CefazoLIN
00904041161,Propranolol
00168035755,Lidocaine-Prilocaine
68084007001,Ciprofloxacin HCl
63323031461,Vancomycin Oral Liquid
00009513503,Linezolid
74300000068,zinc oxide
60505083404,CefePIME
32909071503,Readi-Cat 2 (Barium Sulfate 2% Suspension)
00338070948,Potassium Chloride
00338001703,5% Dextrose
55390006710,Adenosine
00206885216,Piperacillin-Tazobactam
00469321110,Micafungin
00942064104,Citrate Dextrose 3% (ACD-A) CRRT
00472128416,Sulfameth/Trimethoprim DS
66591091332,OxycoDONE (Immediate Release) 
00168020437,Lidocaine 5% Ointment
00904198861,Acetaminophen
68084004501,Paroxetine
63739035410,Magnesium Oxide
65649030303,Rifaximin
00409471332,Lidocaine 1%
53746027101,Sulfameth/Trimethoprim SS
00008499002,Tigecycline
64764054411,Lansoprazole Oral Disintegrating Tab
00603137859,Lactulose Enema
68084004411,Paroxetine
63323026201,Heparin (CRRT Machine Priming)
00009001104,Hydrocortisone Na Succ.
00409230801,Midazolam
00409648201,Erythromycin
00338004901,0.9% Sodium Chloride
49884085692,Ribavirin
00029321013,Paroxetine HCl
00074130431,Hydromorphone
10019063101,Unasyn
00093008801,Sulfameth/Trimethoprim Suspension
10019063002,Unasyn
00409205105,Ketamine
00469065773,Tacrolimus Suspension
50458092510,Levofloxacin
49884046565,Cholestyramine
00469060773,Tacrolimus Suspension
63323020110,Lidocaine 1%
00338604648,Fluconazole
00904567661,Paroxetine
55390014710,Haloperidol
00378032701,Haloperidol
51079097220,MetFORMIN (Glucophage)
51079087201,GlyBURIDE
64253033335,Heparin Flush Midline (100 units/ml)
51079060420,Cephalexin
00075062430,Enoxaparin Sodium
00781340495,Ampicillin Sodium
11980018005,Prednisolone Acetate 1% Ophth. Susp.
00006362835,Dorzolamide 2%/Timolol 0.5% Ophth.
52268020001,Calcium Acetate
54569241100,Ampicillin
51079060120,Amoxicillin
00074258611,Clarithromycin
00074407532,Urocit-K 5 (Potassium Citrate)
00225029515,L-Hyoscyamine
00338012504,D5LR
00026285548,Nimodipine
00007365021,Triamterene-Hydrochlorothiazide
00053768002,Albumin 25% (12.5gm)
00472073041,Miconazole Nitrate Vaginal
00062543001,Miconazole Nitrate Vaginal
00074115170,Heparin Flush Port (10units/ml)
63481062375,Oxycodone-Acetaminophen
00703270403,Neostigmine
00338601048,Milrinone
68094020462,Ranitidine
63739027201,Aspirin EC
59310017780,Beclomethasone Dipropionate
00409163802,Dexmedetomidine
00206885516,Piperacillin-Tazobactam
00206886202,Piperacillin-Tazobactam Na
51079077120,Carvedilol
67386071155,Chlorothiazide
51079093120,Carvedilol
49884078253,Tizanidine HCl
51079064420,Cyclobenzaprine HCl
51479005420,Cefepime
37000002901,Psyllium Wafer
00074258702,SW
00074258702,Potassium Chloride
00074258702,Iso-Osmotic Sodium Chloride
00074258702,Famotidine
00024115510,Iso-Osmotic Dextrose
00024115510,Vancomycin HCl
00045050130,Levofloxacin
00074176201,Dextrose 5%
00074176201,Potassium Chloride
00517391025,D5W
00009014102,Glyburide
00054834425,Haloperidol
17478093401,HydrALAzine
00264958720,Heparin Sodium
51079052720,Furosemide
63323047401,Haloperidol
00002445385,OLANZapine (Disintegrating Tablet)
63323001302,Thiamine
00135019502,Nicotine Patch
63323018410,FoLIC Acid
00904627861,Quetiapine Fumarate
51079073420,Haloperidol
00904627761,Quetiapine Fumarate
00591084501,Glipizide XL
51079078720,Gemfibrozil
64764045125,Pioglitazone HCl
00121048910,DiphenhydrAMINE HCl
66582041428,Ezetimibe
00186198904,Pulmicort
00078042315,Valsartan
00087277331,Irbesartan
00074714811,Levothyroxine Sodium
59730640201,Calcium Acetate
00944049101,Albumin 5% (12.5 g)
51079000220,Acetami
00121065721,Acetami
00002411733,Olanzapine
00074130401,Hydromorphone
00186108805,Metoprolol
00074241421,Hydromorphone
50458030206,Risperidone
00187310130,Neostigmine
49452080001,Bacitracin
00074144304,Norepinephrine Bitartrate
00074158302,NS        (Glass Bottle)
00074259605,Midazolam HCl
00074158411,NS
00049002428,Unasyn
00074798301,NS
00074648101,Erythromycin Lactobionate
55513014810,Epoetin Alfa
00074126102,Morphine Sulfate (2-5mg)
54569138500,Tuberculin Protein
00766147010,Nicotine
00054001920,PredniSONE
00781526664,Ondansetron ODT
00517750425,Acetylcysteine 20%
00517155025,Sodium Bicarbonate
00006494300,PNEUMOcoccal Vac Polyvalent
55390005710,Amiodarone
51079045420,Simvastatin
00603385521,Hydrochlorothiazide
00078042306,Valsartan
00409427501,Lidocaine 0.5%
00409724803,Hespan
00472500360,Nystatin
00069315083,Azithromycin 
00781139313,Haloperidol
50458031528,Risperidone (Disintegrating Tablet)
59011010010,Oxycodone SR (OxyconTIN)
59011010325,Oxycodone SR (OxyconTIN)
59762503201,GlipiZIDE XL
00069421030,Viagra
00015322022,Cisplatin
00078024115,CycloSPORINE (Sandimmune)
00078024015,CycloSPORINE (Sandimmune)
00703095803,Ciprofloxacin
58160083501,Hepatitis A Vaccine
00029152722,Mupirocin Cream 2%
00006498100,Hepatitis B Vaccine
58160087346,Influenza Virus Vaccine
00074190301,Procainamide HCl
00641227741,Dexamethasone Sod Phosphate
63323016501,Dexamethasone Sod Phosphate
00074395977,Lopinavir-Ritonavir
00003196601,Stavudine
51479004601,Ethambutol HCl
51479004704,Ethambutol HCl
00003043730,Amphotericin B Oral Suspension
10135033063,Cyanocobalamin
00904272561,Sulfameth/Trimethoprim
00904272561,D5W
00006096328,Sulfameth/Trimethoprim
00006096328,D5W
50962025160,Nystatin Oral Susp.
00074909431,Fentanyl Citrate
00009011312,Methylprednisolone Na Succ.
00004005850,Clonazepam
00300304613,Lansoprazole Oral Solution
51079016120,Acetaminophen w/Codeine
00173094755,BuPROPion (Sustained Release)
00338051141,Gentamicin
00064100001,Papain-Urea
74312001370,Cyanocobalamin
00338050748,Gentamicin
10019063101,Ampicillin-Sulbactam
00009076502,MethylPREDNISolone Sodium Succ
00004003822,Valganciclovir HCl Suspension
00409212202,Enalaprilat
00004003822,ValGANCIclovir
00008104110,Sirolimus
60793020505,Thrombin
00182116189,Furosemide
00904585361,Ibuprofen
00245004101,Potassium Chloride
00904571135,Oxymetazoline
00115821101,Tamsulosin
08489800001,Caphosol
00143987310,Metoprolol Tartrate
78112001103,Chloraseptic Throat Spray
50458093010,Levofloxacin
00206886202,Piperacillin-Tazobactam
24477001015,Gelclair
00004080085,Oseltamivir
51079081220,Nadolol
62037087130,GlipiZIDE XL
00006095228,Losartan Potassium
00456201001,Escitalopram Oxalate
00904282161,Oxybutynin
00074704101,Norepinephrine
00338001602,D5W (Glass Bottle)
00517481025,Nitroglycerin
00054874025,Prednisone
00003196501,Stavudine
00802396216,Sodium Citrate/Citric Acid
00074115112,Heparin 
00338004303,1/2 NS
51079068520,Atenolol
00641040025,Heparin Sodium
00173067200,Amprenavir
00008103006,Sirolimus
00003196701,Stavudine
00056047492,Efavirenz
00173072100,Fosamprenavir
00173066101,Abacavir Sulfate
00517481010,Nitroglycerin
00074234632,Dobutamine
54569391600,Vasopressin
00024120020,Milrinone Lactate
00002717510,Dobutamine HCl
00074621702,Lidocaine
00006354120,Famotidine (IV)
00048102003,Levothyroxine Sodium
00409405201,Clindamycin
00121475210,Ranitidine (Liquid)
